"id","content"
"114","Class GUILogin Date: 18/09/2003 Version: 0 01 000 说明制作引导患者的面罩 the inclusion of the code of hospital card 和PIN Attributes Name Access Description Private btnAnnulla button used to return implemented by the mask GUISfondo Private btnCancella button used to delete the last digit typed on panelKeys Private btnEsegui button used to confirm data Private panelDisplay Panel used to see codes inserted through the 面板按键 Private panelKeys panel containing the keypad Numerical be used to insert the code of his hospital card and your PIN Methods Signature showLoginError () Public Access Description Show an error message when in the process of validation of the patient not 成功的 Signature show () Public Access Description View mask Signature login () Public Access Description Manages the event generated by the patient when Hospital after inserting the card and PIN starts validation procedure 签名注销（）公共访问 说明管理由患者生成的事件 abandons the system "
"115","Class GUIPrincipale Date: 18/09/2003 Version: 0 01 000 Description Make the main form of Easy Clinic2003 Box Tower This form is 指导患者选择的任务 要显示的信息 属性 Name Access Description Private btnAnagrafica button used to access the Personal Details section Private btnCartellaClin button used to access the ica section Folder Clinic Private btnPrenotazioni button used to access the Reservations section Private btnUscita button used to leave application 方法 Signature show () Public Access Description View mask Signature abilitaAccesso () Public Access Description Manages the event generated when the procedure validation ends with the success Patient is then enabled Signature cartellaClinica () Public Access Description Manages the event generated when the patient obtained access click Folder Clinic to access your folder Clinic Signature datiPaziente () Public Access Description Manages the event generated when the patient 获得访问权后点击按钮数据 Details to view its data details 签名保留（）公共访问 Description Manages the event generated when the patient obtained access click the button Reservations to see reservations which set "
"116","Class GUIAnagrafica Date: 18/09/2003 版： 0 01 000 Description Make the mask used to show detail the anagrafica data of Patient Attributes Name Access Description 用于返回的私人btnRitorna按钮 mask GUIPrincipale Private panelDati panel containing all the data aagrafica on the Patient Methods Signature visualizzaAnagrafica () Public Access Description Manages viewing anagrafica data Master Patient Signature getAnagrafica () Public Access It gets the description of anagrafica patient data that log on "
"117","Class GUIPrenotazioni Date: 18/09/2003 Version: 0 01 000 Description Make the mask used for reservation of display by Patient Attributes Name Access Description Private btnRitorna button used to return to mask GUIPrincipale Private gridElenco Grid in which Only the reservations 符合搜索标准 set by the Patient Private listaAppuntament list containing all reservation made by Patient Private panelParametri panel containing all objects giving the possibility to Patient to set the parameters for research reservations: start date search and filtering type visit Methods Signature visualizzaPrenotazioni () Public Access 说明过滤并显示预订 listaAppuntamenti based on the criteria chosen by 患者并在gridElenco中显示结果 签名获得Prenotazioni（）公共访问权限 说明获取预订列表 by Patient "
"118","GUICartellaClinica类日期：18/09/2003 Version: 0 01 000 Description Make the mask used for viewing the clinic folder of Patient Attributes 名称访问说明 Private btnDettagli button used to display the details of the visit selected 私人btnRitorna按钮，允许您返回 the main form GUIPrincipale Private panelDatiAnagraf panel containing the anagrafica data ici Patient Private panelElencoVisit panel containing a grid in and what appear visits that the patient claimed Methods Signature visualizzaDatiPaziente () Public Access 请参阅顶部的说明 mask the anagrafica data of patient Signature visualizzaElencoVisite () Public Access Description View Grille (panelDatiAnagrafici) containing the visits paid by Patient Signature getCartellaClinica () Public Access Get the description of clinic folder of patient Signature dettagliVisita () Public Access Description Manages the event generated by the patient when 决定查看访问的详细信息 点击细节中的按钮 mask implemented by GUICartellaClinica "
"119","Class GUIVisita Date: 18/09/2003 Version: 0 01 000 Description Make the mask on visits offers the opportunity to view patient detailed data for a visit Attributes Name Access Description Private btnNext button used to see the subsequent examination of the Visit concerned Private btnPrev button used to see The previous examination of the 有关的访问 Private btnRitorna button used to return 以临床文件夹的形式 (GUICartellaClinica) Private panelDatiEsami panel containing data on a review carried out by Patient Private panelDatiVisita panel containing all data for a visit Methods Signature create () Public Access 说明类别的制造商 Signature destroy () Public Access 类驱逐舰的描述 Signature getDettagliVisita () Public Access 说明获取访问的详细信息 "
"120","Class GUILogin Date: 16/09/2003 Version: 0 01 000 Description Make the mask that guides Operator during the validation Attributes 名称访问说明 Private btnAnnulla button used to end Easy Clinic 2003的实施 操作者 Private btnEsegui button used to confirm 数据 Private panelDati panel containing the boxes text where the operator enters the login Methods Signature showLoginError () Public Access Description Show an error message if in the process of validation is not successful Signature login () Public Access Description Manages the event generated when the patient start the process of validation 签名注销（）公共访问 Description Manages the event when the operator leaves the system "
"121","Class GUIPrincipale日期：18/09/2003 版： 0 01 000 Description Make the main form of Easy Clinic2003 Box Tower This form is task of guiding the patient in the choice of 要显示的信息 Attributes Name Access Description 私人btnAnagrafica按钮用于访问 Anagrafica section Private btnCartellaClin button used to access the ica section Folder Clinic Private btnPrenotazioni button used to access the Reservations section 私人btnUscita按钮用于离开 application Methods 名称显示（）公共访问 Description View mask Signature abilitaAccesso () Public Access Description Manages the event generated when the procedure validation goes well Signature laboratories () Public Access Description Manages the event generated when the Operator access to the section devoted to the laboratories Signature management () Public Access Description Manages the event generated when the Operator access to the section on the management of the outpatient Signature doctors () Public Access Description Manages the event generated when the Operator access to the section on management data on doctors who are outpatient Signature primaVisita () Public Access Description Manages the event generated when the Operator start the procedure of reservation a first 访问 Signature Tours () Public Access 说明管理操作员生成的事件 access to the section on management 访问 Signature Reservations () Public Access Description Manages the event generated when the Operator Reservations access to the section to have a report them "
"122","Class GUIAnagrafica Date: 16/09/2003 Version: 0 01 000 Description abstract class used to define GUIAnagraficaLaboratorio of classes and GUIAnagraficaMadico Attributes Name Access Description Private btnElimina button that allows you to start delete procedure 实验室的anagrafica a doctor Private btnModifica button that allows you to start procedure for changing th anagrafica a laboratory or doctor Private btnNuovo button that allows you to start 输入程序a laboratory or doctor 包含所有数据的专用panelDati面板 concerning their age in examination 方法 Signature notificaSuccesso () Public Access Description Displays a message to notify the success of the operation carried out by operator "
"123","Class GUIAnagraficaLaboratorio Date: 16/09/2003 Version: 0 01 000 Description Make the mask on the management the anagrafica of laboratories Attributes 名称访问说明 Private gridElencoLaborat list containing the information 金牌重点实验室注册 在S I O内 方法 Signature visualizzaDatiLaboratorio () Public Access Description View details of the laboratory selected in the panelDati Signature visualizzaElencoLaboratori () Public Access Description View list of laboratories registered in the S I O Signature gestioneAnagrafica () Public Access It description of the retrieval of all information necessary for the organization of the mask implemented by GUIAnagraficaLaboratorio  "
