"id","content"
"1","Input anagrafica laboratory It allows the operator to enter the anagrafica of a laboratory 分析或任何数据的 characterize Has an interest to enter the age of laboratory within the S I O The Operator has been recognized by ` System (See UcValOp) and has 表征所有数据 the anagrafica of the laboratory The data in the S I O 不被修改 Success: The anagrafica of the laboratory 正确插入内部 the S I O 操作员激活执行 anagrafica输入服务 Laboratory 1 View the mask to enter 需要的信息 2 Inserts data about the anagrafica of laboratory 3 Confirm placement 4 Verify the data entered by 5 Stores data 6 Notify that the operation it is `finished with 成功 Data entered invalid 4 1显示一条消息显示 数据被认为无效 4 2 Reinserts running from 1 用数据支持表单的字段 Entered 操作员取消操作 3 1 ends the execution of use case with 失败 2 1实验室的anagrafica特点` by the following data: name VAT address city province CAP addresses Additional telephone and Notes NB: In italics are highlighted data Optional whose inclusion does not affect on the correct completion of operation "
"10","Delete visit It allows the operator to delete a Visit previously recorded The Operator's interest to delete a Visit previously recorded The Operator has been recognized by ` System (See UcValOp) and the visit is registered in the S I O S I O中的数据 not be modified Success: The Folder Clinic Patient which was submitted to visit eliminated is updated 操作员激活执行 服务消除访问 1查看列表 visits in chronological order 2 Select the visit to delete 3确认选择 4 View the mask for viewing 的访问 5确认删除 6 Delete the visit and 与之相关的考试 Notify the operator 7 该操作是` concluded successfully Operator cancels the operation 评论 3 1 ends the use case with failure 5 1 4 1 The mask will contain data on the visit 选择以允许操作员 to verify them in detail before proceeding to delete "
"11","Input examination It allows the operator to record results of a examination  supported by a 病人需要​​访问 held in outpatient The Operator's interest to enter details of a review supported by a 患者 The Operator has been recognized by ` System (See UcValOp) and the visit to 指的是考试必须已经完成 recorded in the S I O The data in the S I O 不被修改 成功：文件夹诊所病人 argued that the examination is updated The operator activates the execution of input service  of data from an 检查 1 View the mask to record of examination 2 Input necessary data to 注册 的考试 3 Confirm input 4 Verify the data inserted 由操作员 5 Stores data confirm the elimination 6 Notify the operator that the operation was ` concluded successfully 无效的数据集 4 1 Show an appropriate message 4 2从1步退回跑步 用数据支持表单的字段 inserted by user Operator cancels the operation Registration 3 1 ends the use case with failure 4 1 The data required for registration of a 考虑的是：考试的类型 information relating to the laboratory where they made the values of the results and diagnostic evaluation made by the doctor "
"12","改变考试 它允许操作员更改一个 examination  previously recorded The Operator has an interest in change examination  previously recorded The Operator has been recognized by ` System (See UcValOp) examination is registered in the S I O and The Operator has received the results of to be change 文件夹诊所 已经接受过`的病人 is not changed Success: Information on examination to be updated within 病人的诊所文件夹 The operator activates the execution of 服务来修改考试 1 View a list of 在英国进行的测试 按时间顺序排列 2通过选择检查 change 3 Confirm your selection 4 View the mask for the modification of a examination 5 Change of data 6 Confirm Changes 7验证插入的数据 by operator Remember the 8 updates Communicate to the operator 9 that the operation was ` 成功结束 Invalid data set 7 1 Show an appropriate message 7 2从4回收跑步 用数据支持表单的字段 inserted by operator Operator cancels the operation Review 3 1结束失败的用例 6 1 4 1 The data required for registration of a consideration are: the type of examination information relating to the laboratory where they made the values of the results and 由医生进行的诊断评估 "
"13","删除考试 它允许操作员删除一个 Visit previously recorded The Operator's interest to delete a review previously recorded The Operator has been recognized by ` System (See UcValOp) and the examination showed registered in the S I O The data in the S I O 不被修改 成功：文件夹诊所病人 who had undergone to examination eliminated is updated The operator activates the execution of 服务取消考试 1 View a list of examinations conducted in chronological order 2选择检查 更改 3 Confirm your selection 4查看蒙版 供观看 of 5 Confirm delte 6 Delete the examination Notify the operator 7 该操作是` concluded successfully Operator cancels the operation Review 3 1 ends the use case with failure 5 1 4 1 The mask will contain information relating to 选择以便允许 to monitor them in detail before proceeding to delete "
"14","预订参观 It allows the operator to meet request for a booking service 由一位非卧床患者制成 The Operator has an interest in the record renting an outpatient service requested by a patient 运营商已被``认可 System (See UcValOp) The patient is ` been recognized by the system (See UcValPaz）并已颁发给 The module R S A properly completed The data in the S I O not be modified Success: The outpatient service required is properly booked The operator activates the execution of service booking service Outpatient 1 First visit  The Operator has received a request 首次访问 part of a patient  Inserting anagrafica 患者 2 View the mask for booking of service Outpatient 3选择访问类型 病人想要的 make 4 Inserts motivation of the 请求 5 Confirm data inserted 6验证序列 预订是 valid (See BrValSeq) 包括7（选择日期 提供） 8 Confirm your reservation 9 Stores data Notify the operator 10 that the operation was ` concluded successfully Sequence reservations invalid 6 1 Show an appropriate message 6 2重新插入步骤2中的执行 Operator cancels the operation Reservations 5 1结束失败的用例 8 1 9 1首次访问显示了这一点 that will be saved even the personal data In addition, the patient always in the case of a Before visiting the system will 在医院查看并打印该卡片 patient "
"15","Changing reservation It allows the operator to meet request to change a reservation a service by Outpatient To change a patient means the 将日期转换为日期 Next The Operator has an interest in changing the renting an outpatient service 先前由患者请求 The Operator has been recognized by ` System (See UcValOp) The patient is ` been recognized by the system (See UcValPaz) and the reservation of which requires the amendment is `this 在S I O中 The data in the S I O not be modified Success: The reservation is successfully slipped a date Next 操作员激活执行 服务改变预订 1 View the list of Reservations for the 患者 2选择预订 要改变 3确认选择 4 View the mask for changing the Reservations 5包括（选择日期 available) 6 confirm the change 7 Verification that the sequence 预订是 valid (See BrValSeq) Remember the 8 updates 通知操作员10 that the operation was ` 成功结束 Sequence reservations invalid 7 1系统：显示适当的信息 7 2 System: Rejuvenating running from 4 step Operator cancels the operation 评论 3 1 ends the use case with failure 6 1 7 1 The sequence of reservations must be ricontrollata 因为病人可能会接受 Editing a different reservation since last "
"16","取消预订 It allows the operator to meet 要求取消一项 renting an outpatient service by a patient The Operator's interest to cancel reservation an outpatient ambulatorial service previously requested by a patient The Operator has been recognized by ` System (See UcValOp) The patient is ` been recognized by the system (See UcValPaz) and the reservation of which 要求取消是`这个 in the S I O S I O中的数据 not be modified Success: The reservation is definitively annulled The operator activates the execution of service cancellation of a 预订 1 View the list of Reservations for the Patient 2 Select the reservation to be changing 3确认取消 4 Verify that the sequence 预订是 valid （见BrValSeq） 5取消预订 6 Notify the operator 该操作是` concluded successfully Sequence reservations invalid 4 1显示适当的信息 4 2 Reinserts running from 1 step 操作员取消操作 Review 3 1 ends the use case with failure 4 1 The sequence of reservations must be ricontrollata 因为病人可以服用 the cancellation of a reservation other than the last "
"17","Changing anagrafica patient It allows the operator to change the anagrafica of a patient that are at outpatient It deals with the modification of data about anagrafica a Patient The Operator has been recognized by ` System (See UcValOp) The patient is ` been recognized by the system (See UcValPaz）和病人的年龄是` 在S I O里面 The anagrafica data Patient 没有修改，留在 This was before execution Success: The anagrafica of the patient is properly changed 操作员激活执行 改变anagrafica的服务 Patient 1 View the mask 进行编辑 the anagrafica of 患者 2 Cgange the anagrafica of Patient 3 Confirm Changes 4验证操作员插入的数据 5记住 更新 6 Notify that the operation it is `finished with 成功 无效的数据集 4 1 Display a message showing the data deemed invalid 4 2 Reinserts running from 1 underpinned the fields of the form with data 由用户插入 Operator cancels function change 3 1结束了用例的执行 failure 2 1 The anagrafica of a patient is characterized by ` following data: name surname sex code 出生地点的出生日期 province of birth place of address home province of residence address ZIP code Additional telephone and Notes NB: In italics are highlighted data Optional whose inclusion does not affect on the correct completion of the operation "
"18","患者注册表输入 It allows the operator to enter the anagrafica of a patient who contact 第一次门诊 The Operator has an interest in record the anagrafica of a new patient in As the contact for the first 手术后，需要一个 Before booking for a Visit The Operator has been recognized by ` System (See UcValOp) The Patient issued to the form S A R 与关于anagrafica的部分 successfully completed The data in the S I O not be modified Success: The anagrafica of the patient is correctly maintained in memory and stored in the S I O only end of the reservation of the First Visit The operator activates the execution of 预订服务的第一 访问 1查看蒙版 for input of necessary information 2插入关于anagrafica的数据 Patient 3 Confirm input 4验证插入的数据 by operator 5 Build and assigns Hospital Card (See BrCreCar) 10第一次访问 Invalid data set 4 1显示一条消息显示 data deemed invalid 4 2 Reinserts running from 1 step underpinned the fields of the form with data inserted by operator Operator cancels function insertion 3 1 ends the execution of use case with failure 2 1 The anagrafica  of a patient is characterized by ` 以下数据：姓氏性别代码 出生地点的出生日期 province of birth place of address home province of residence address ZIP code 额外的电话和笔记 注意：斜体是突出显示的数据 可选的包含不影响 on the correctly completion ofthe operation "
