"id","content"
"1","Input anagrafica laboratory It allows the operator to enter the anagrafica of a laboratory 分析或任何数据的 characterize 有兴趣进入的年龄 laboratory within the S I O The Operator has been recognized by ` System (See UcValOp) and has all the data that characterize 实验室的anagrafica S I O中的数据 不被修改 Success: The anagrafica of the laboratory is properly inserted inside the S I O 操作员激活执行 the anagrafica input service Laboratory 1查看蒙版 进入 information needed 2 Inserts data about the anagrafica of 实验室 3 Confirm placement 4验证输入的数据 通过 5 Stores data 6通知该操作 it is `finished with success Data entered invalid 4 1 Display a message showing the 数据被认为无效 4 2 Reinserts running from 1 用数据支持表单的字段 Entered Operator cancels operation 3 1结束了用例的执行 失败 2 1 The anagrafica of a laboratory is characterized ` 通过以下数据：名称增值税 address city province CAP addresses Additional telephone and Notes NB: In italics are highlighted data 可选的包含不影响 on the correct completion of operation "
"10","Delete visit 它允许操作员删除一个 Visit previously recorded The Operator's interest to delete a Visit previously recorded The Operator has been recognized by ` System (See UcValOp) and the visit 在S I O中注册 The data in the S I O 不被修改 成功：文件夹诊所病人 这是提交访问 eliminated is updated The operator activates the execution of service elimination of a visit 1 View the list of visits in chronological order 2选择访问 delete 3确认选择 4查看蒙版 供观看 of visit 5确认删除 6 Delete the visit and 与之相关的考试 Notify the operator 7 that the operation was ` concluded successfully Operator cancels the operation Review 3 1结束失败的用例 5 1 4 1面具将包含访问数据 selected so as to allow the operator 在继续之前详细验证它们 to delete "
"11","Input examination 它允许操作员录制 results of a examination  supported by a patient required a visit held in outpatient 运营商有兴趣进入 details of a review supported by a Patient The Operator has been recognized by ` System (See UcValOp) and the visit to refers the examination must be already recorded in the S I O The data in the S I O not be modified 成功：文件夹诊所病人 认为考试更新了 The operator activates the execution of input service  of data from an examination 1查看蒙版 记录 的考试 2 Input necessary data to registration 的考试 3 Confirm input 4验证插入的数据 由操作员 5店铺数据确认消除 6 Notify the operator that the operation was ` 成功结束 无效的数据集 4 1显示适当的信息 4 2 take back running from 1 step underpinned the fields of the form with data 由用户插入 Operator cancels the operation 注册 3 1 ends the use case with failure 4 1注册a。所需的数据 考虑的是：考试的类型 information relating to the laboratory where they made the values of the results and diagnostic evaluation made by the doctor "
"12","改变考试 它允许操作员更改一个 先前记录的考试 运营商对改变有兴趣 先前记录的考试 The Operator has been recognized by ` System (See UcValOp) examination is 注册在S I O和 运营商已收到结果 to be change 文件夹诊所 Patient who has undergone ` 没有改变 Success: Information on examination 在内部进行更新 of the patient's Clinic Folder 操作员激活执行 service to modify an examination 1 View a list of tests carried out in chronological order 2通过选择检查 change 3确认您的选择 4 View the mask for the modification of a examination 5 Change of data 6 Confirm Changes 7 Verify the data inserted by operator Remember the 8 更新 Communicate to the operator 9 that the operation was ` concluded successfully Invalid data set 7 1 Show an appropriate message 7 2 take back running from 4 underpinned the fields of the form with data inserted by operator 操作员取消操作 Review 3 1结束失败的用例 6 1 4 1 The data required for registration of a 考虑的是：考试的类型 information relating to the laboratory where they 取得了结果的价值和 由医生进行的诊断评估 "
"13","删除考试 It allows the operator to delete a Visit previously recorded The Operator's interest to delete a review previously recorded 运营商已被``认可 System (See UcValOp) and the examination showed registered in the S I O The data in the S I O 不被修改 成功：文件夹诊所病人 谁经历了考试被淘汰 is updated The operator activates the execution of service elimination of an examination 1 View a list of examinations conducted in chronological order 2 Select the examination to change 3 Confirm your selection 4 View the mask for viewing 的 5确认共享 6删除检查 Notify the operator 7 该操作是` 成功结束 操作员取消操作 评论 3 1 ends the use case with failure 5 1 4 1 The mask will contain information relating to selected so as to allow the 在继续操作之前对其进行详细监控 删除 "
"14","预订参观 It allows the operator to meet request for a booking service 由一位非卧床患者制成 经营者对记录有兴趣 renting an outpatient service 病人要求 运营商已被``认可 系统（请参阅UcValOp）患者是` been recognized by the system (See UcValPaz) and has issued to The module R S A properly completed S I O中的数据 not be modified Success: The outpatient service required is properly booked The operator activates the execution of service booking service 门诊病人 1 首次访问  运营商已经 received a request 首次访问 part of a patient  Inserting anagrafica patient 2 View the mask for booking of service Outpatient 3 Select the type of visit that the patient wants make 4插入动机的 请求 5 Confirm data inserted 6验证序列 预订是 有效 (See BrValSeq) Includes 7 (Select dates available) 8确认您的预订 9 Stores data Notify the operator 10 该操作是` concluded successfully Sequence reservations invalid 6 1显示适当的信息 6 2重新插入步骤2中的执行 Operator cancels the operation 预订 5 1结束失败的用例 8 1 9 1 For a first visit has shown to this point that will be saved even the personal data In addition, the patient always in the case of a Before visiting the system will 在医院查看并打印该卡片 患者 "
"15","Changing reservation 它允许操作员见面 request to change a reservation 门诊服务 改变病人的意思是 shift the date to a date Next 运营商有兴趣改变 renting an outpatient service 先前由患者请求 运营商已被``认可 系统（请参阅UcValOp）患者是` been recognized by the system (See UcValPaz) and the reservation of which 要求修正是`这个 in the S I O The data in the S I O not be modified Success: The reservation is successfully slipped a date 下一个 The operator activates the execution of 服务改变预订 1 View the list of 预订 Patient 2 Select the reservation to be change 3确认选择 4 View the mask for changing the Reservations 5包括（选择日期 提供） 6确认更改 7 Verification that the sequence Reservations is 有效 (See BrValSeq) 记住8 updates Notify the operator 10 that the operation was ` 成功结束 Sequence reservations invalid 7 1 System: Show an appropriate message 7 2系统：从4步恢复活力 操作员取消操作 Review 3 1 ends the use case with failure 6 1 7 1保留的顺序必须是ricontrollat​​a 因为病人可能会接受 Editing a different reservation since last "
"16","Cancel Reservation It allows the operator to meet 要求取消一项 renting an outpatient service by a patient The Operator's interest to cancel reservation an outpatient ambulatorial service 先前由患者请求 运营商已被``认可 系统（请参阅UcValOp）患者是` 被系统认可（见 UcValPaz) and the reservation of which 要求取消是`这个 在S I O中 The data in the S I O not be modified 成功：保留是 definitively annulled The operator activates the execution of 服务取消了 Reservations 1查看列表 Reservations for the Patient 2 Select the reservation 正在改变 3 Confirm cancellation 4 Verify that the sequence Reservations are valid (See BrValSeq) 5 Cancel Reservation 6 Notify the operator 该操作是` concluded successfully 序列保留无效 4 1显示适当的信息 4 2 Reinserts running from 1 step Operator cancels the operation 评论 3 1结束失败的用例 4 1保留的顺序必须是ricontrollat​​a because the patient may take 取消预约以外的预约 last "
"17","改变anagrafica患者 It allows the operator to change the anagrafica of a patient that are at outpatient It deals with the modification of data about anagrafica a Patient The Operator has been recognized by ` System (See UcValOp) The patient is ` been recognized by the system (See UcValPaz）和病人的年龄是` 在S I O里面 The anagrafica data Patient 没有修改，留在 这是在执行之前 成功：病人的anagrafica是 妥善改变 操作员激活执行 change Service  of the anagrafica Patient 1查看蒙版 进行编辑 the anagrafica of Patient 2改变anagrafica of Patient 3 Confirm Changes 4验证操作员插入的数据 5记住 更新 6 Notify that the operation 它完成了 成功 Invalid data set 4 1 Display a message showing the 数据被认为无效 4 2 Reinserts running from 1 underpinned the fields of the form with data insterted by user Operator cancels function change 3 1 ends the execution of use case with failure 2 1 The anagrafica of a patient is characterized by ` 以下数据：姓氏性别代码 出生地点的出生日期 province of birth place of address home province of residence address ZIP code Additional telephone and Notes NB: In italics are highlighted data Optional whose inclusion does not affect 正确完成操作 "
"18","input anagrafica patient 它允许操作员输入 接触病人的anagrafica 第一次门诊 运营商有记录的兴趣 the anagrafica of a new patient in As the contact for the first After the surgery and requires a Before booking for a Visit 运营商已被``认可 系统（请参阅UcValOp）患者 发给S A R的表格 与关于anagrafica的部分 successfully completed The data in the S I O 不被修改 成功：病人的anagrafica是 correctly maintained in memory and 仅存储在S I O中 end of the reservation of the First Visit The operator activates the execution of reservation service of a First 访问 1 View the mask for input of necessary information 2插入关于anagrafica的数据 Patient 3 Confirm input 4验证插入的数据 由操作员 5建立和分配 Hospital Card (See BrCreCar) 10第一次访问 Invalid data set 4 1 Display a message showing the data deemed invalid 4 2 Reinserts running from 1 step underpinned the fields of the form with data inserted by operator Operator cancels function 插入 3 1 ends the execution of use case with failure 2 1 The anagrafica  of a patient is characterized by ` 以下数据：姓氏性别代码 Tax date of birth place of birth 地址的出生地 home province of residence address ZIP code Additional telephone and Notes 注意：斜体是突出显示的数据 可选的包含不影响 on the correctly completion ofthe operation "
