"id","content"
"114","Class GUILogin Date: 18/09/2003 Version: 0 01 000 Description Make the mask that guides the patient the inclusion of the code of hospital card and PIN 属性 Name Access Description 私人btnAnnulla按钮用于返回 implemented by the mask GUISfondo 用于删除私人btnCancella按钮 the last digit typed on panelKeys 用于确认的私人btnEgui按钮 data Private panelDisplay Panel used to see 代码通过插入 面板按键 Private panelKeys panel containing the keypad 数字用于插入 他的医院卡的代码 和你的密码 方法 Signature showLoginError () Public Access Description Show an error message when in the process of validation of the patient not be successful Signature show () Public Access Description View mask Signature login () Public Access Description Manages the event generated by the patient when 插入卡和PIN后开始医院 验证程序 Signature logout () Public Access Description Manages the event generated by the patient when 放弃系统 "
"115","Class GUIPrincipale Date: 18/09/2003 Version: 0 01 000 描述制作主要形式 Easy Clinic2003 Box Tower这个表格是 指导患者选择的任务 要显示的信息 Attributes Name Access Description 私人btnAnagrafica按钮用于访问 Personal Details section Private btnCartellaClin button used to access the ica section Folder Clinic 私人btn Prenotazioni按钮用于访问 预订部分 私人btnUscita按钮用于离开 application Methods Signature show () Public Access Description View mask Signature abilitaAccesso () Public Access 说明管理过程时生成的事件 验证以成功结束 然后启用患者 Signature cartellaClinica () Public Access 说明管理患者发生的事件 obtained access click Folder Clinic to access your folder Clinic Signature datiPaziente () Public Access 说明管理患者发生的事件 获得访问权后点击按钮数据 Details to view its data details Signature reservations () Public Access Description Manages the event generated when the patient obtained access click the button Reservations to see reservations which set "
"116","Class GUIAnagrafica Date: 18/09/2003 Version: 0 01 000 Description Make the mask used to show detail the anagrafica data of 患者 属性 名称访问说明 Private btnRitorna button used to return to mask GUIPrincipale Private panelDati panel containing all the data aagrafica在病人身上 方法 Signature visualizzaAnagrafica () Public Access Description Manages viewing anagrafica data Master Patient 签名getAnagrafica（）公共访问 它得到了anagrafica患者数据的描述 log on "
"117","班级GUIPrenotazioni日期：18/09/2003 Version: 0 01 000 说明制作用于掩码的掩码 显示保留 by Patient 属性 Name Access Description Private btnRitorna button used to return 掩盖GUIPrincipale Private gridElenco Grid in which Only the reservations 符合搜索标准 set by the Patient Private listaAppuntament list containing all Patient预订 Private panelParametri panel containing all objects 为患者提供可能性 to set the parameters for research 预订：开始日期 search and filtering type visit 方法 Signature visualizzaPrenotazioni () Public Access Description Filter and displays reservations in listaAppuntamenti based on the criteria chosen by Patient and displays the results in gridElenco Signature getPrenotazioni () Public Access Description Get the list of reservation by Patient "
"118","Class GUICartellaClinica Date: 18/09/2003 版： 0 01 000 说明制作用于掩码的掩码 viewing the clinic folder of Patient Attributes Name Access Description 用于显示私人btnDettagli按钮 details of the visit selected Private btnRitorna button that allows you to return 主要形式是GUIPrincipale Private panelDatiAnagraf panel containing the anagrafica data 这里有病人 包含网格的私人面板ElencoVisit面板 and what appear visits 病人声称 Methods Signature visualizzaDatiPaziente () Public Access 请参阅顶部的说明 mask the anagrafica data of patient 签名visualizzaElencoVisite（）公共访问 Description View Grille (panelDatiAnagrafici) containing the visits paid by Patient Signature getCartellaClinica () Public Access 获取患者临床文件夹的描述 签名detailsVisita（）公共访问 Description Manages the event generated by the patient when Decides to view the details of a visit 点击细节中的按钮 mask implemented by GUICartellaClinica "
"119","Class GUIVisita Date: 18/09/2003 Version: 0 01 000 Description Make the mask on visits 提供了查看患者的机会 detailed data for a visit Attributes Name Access Description Private btnNext button used to see the subsequent examination of the Visit concerned 私人btnPrev按钮用于查看 之前的考试 Visit concerned 用于返回的私人btnRitorna按钮 以临床文件夹的形式 （GUICartellaClinica） 包含数据的私人小组达拉斯小组 a review carried out by Patient 包含所有数据的专用panelDatiVisita面板 for a visit 方法 Signature create () Public Access Description Manufacturer of Class Signature destroy () Public Access 类驱逐舰的描述 Signature getDettagliVisita () Public Access Description Get the details of a visit "
"120","Class GUILogin Date: 16/09/2003 Version: 0 01 000 Description Make the mask that guides Operator during the validation Attributes 名称访问说明 Private btnAnnulla button used to end the implementation of Easy Clinic 2003 操作者 用于确认的私人btnEgui按钮 data 包含盒子的私人panelDati面板 text where the operator enters the login Methods Signature showLoginError () Public Access Description Show an error message if 在验证过程中 不成功 Signature login () Public Access 说明管理患者发生的事件 start the process of validation 签名注销（）公共访问 说明当操作员离开时管理事件 the system "
"121","Class GUIPrincipale Date: 18/09/2003 版： 0 01 000 Description Make the main form of Easy Clinic2003 Box Tower这个表格是 task of guiding the patient in the choice of information to be displayed 属性 名称访问说明 私人btnAnagrafica按钮用于访问 Anagrafica部分 Private btnCartellaClin button used to access the ica section Folder Clinic Private btnPrenotazioni button used to access the Reservations section Private btnUscita button used to leave application Methods Name show () Public Access Description View mask 签名abilitaAccesso（）公共访问 说明管理过程时生成的事件 验证进展顺利 Signature laboratories () Public Access Description Manages the event generated when the Operator 访问致力于实验室的部分 Signature management () Public Access Description Manages the event generated when the Operator access to the section on the management 的门诊病人 Signature doctors () Public Access Description Manages the event generated when the Operator access to the section on management 关于门诊医生的数据 Signature primaVisita () Public Access Description Manages the event generated when the Operator 首先启动预约程序 visit Signature Tours () Public Access 说明管理操作员生成的事件 访问管理部分 访问 Signature Reservations () Public Access Description Manages the event generated when the Operator 预订访问该部分有一个 报告他们 "
"122","Class GUIAnagrafica Date: 16/09/2003 Version: 0 01 000 Description abstract class used to define GUIAnagraficaLaboratorio of classes and GUIAnagraficaMadico 属性 名称访问说明 Private btnElimina button that allows you to start delete procedure 实验室的anagrafica 医生 Private btnModifica button that allows you to start 更改anagrafica的程序 一个实验室或医生 私人btnNovo按钮，允许您启动 procedure for input a laboratory or doctor Private panelDati panel containing all the data 关于他们的年龄 examination Methods Signature notificaSuccesso () Public Access Description Displays a message to notify the 开展的手术取得成功 by operator "
"123","Class GUIAnagraficaLaboratorio Date: 16/09/2003 版： 0 01 000 Description Make the mask on the management the anagrafica of laboratories Attributes Name Access Description 私有网格包含信息的ElencoLaborat列表 金牌重点实验室注册 在S I O内 Methods Signature visualizzaDatiLaboratorio () Public Access Description View details of the laboratory 在panelDati中选择 签名visualizzaElencoLaboratori（）公共访问 说明查看已注册实验室的列表 in the S I O 签名gestione Anagrafica（）公共访问 它描述了所有信息的检索 necessary for the organization of the mask implemented by GUIAnagraficaLaboratorio  "
